book_url,cartoon_type,cartoon_url,describe,image_url,next_book_url,next_image_url,next_name,serialize,sub_type
https://www.manhuadb.com/manhua/11541/13716_192203.html,宅系,https://www.manhuadb.com/manhua/list-c-77.html,"天空之下 阁楼之中漫画 ，女主角香奈绘高中毕业后，没有目标，也没有继续升学或开始工作，每天在家里过著自甘堕落的生活。本作描写香奈绘一边找工作一边摸索自己生存之道的日常生活。
《天空之下 屋顶之中》（空の下屋根の中）是双见醉的四格漫画作品。自2008年9月开始在芳文社的《まんがタイムきららCarat》杂志上连载（连载前曾刊登数回短篇）。欢迎在漫画DB观看天空之下 阁楼之中漫画",https://i2.manhuadb.com/static/13716/192203/1_knrfqqlz.jpg,https://www.manhuadb.com/manhua/11541,https://media.manhuadb.com/cartoon/11541_cover_artkmwuj.jpg,天空之下 阁楼之中,已完结,宅系 None
https://www.manhuadb.com/manhua/1237/1305_12765.html,动作,https://www.manhuadb.com/manhua/list-c-18.html,有点迷糊的新人女刑警百濑雅子–虽然精神百倍地努力参与搜查工作，但是一上任却遇上了大案件！受到犯人枪击而发生中弹倒地的危机后……接着她将会发生什么事情呢？,https://i2.manhuadb.com/ccbaike/1305/12765/10_eddlvphj.jpg,https://www.manhuadb.com/manhua/1237,/cartoon/1237_cover_wgsddsnz.jpg,美女条子,已完结,动作 None
https://www.manhuadb.com/manhua/1362/1462_13889.html,杂志,https://www.manhuadb.com/manhua/list-c-42.html, 您喜欢日本刀吗？————被评为「最锐利且无比美丽的刀具」的日本刀，乃日本足以引以为傲的传统工艺结晶。希望无论是魅力或是名声，都受到世人大为推崇的日本刀，也能受到更普遍的欣赏与认知！这就是本书制作的宗旨。 ,https://i2.manhuadb.com/ccbaike/1462/13889/1_rcmeomns.jpg,https://www.manhuadb.com/manhua/1362,https://media.manhuadb.com/cartoon/1362_cover_kadnjzeo.jpg,萌！日本刀全书,已完结,杂志 None
https://www.manhuadb.com/manhua/3952/4962_83003.html,杂志,https://www.manhuadb.com/manhua/list-c-42.html,各位！将来想成为漫画家的人，大家集合吧！特地为你开班的漫画教室，能让完全不会画画的人在短时间内抓住画画的诀窍哦！,https://i2.manhuadb.com/ccbaike/4962/83003/1_gxyalwhj.jpg,https://www.manhuadb.com/manhua/3952,https://media.manhuadb.com/cartoon/3952_cover_zzxmdhfd.jpg,鸟山明漫画教室,已完结,杂志 冒险
https://www.manhuadb.com/manhua/7794/9710_138068.html,杂志,https://www.manhuadb.com/manhua/list-c-42.html,超丰富厚道内容包括：尾田长篇访谈，艾斯小说第1章、草帽9人专题、OP粉一天漫画、ASL超萌绘本、果实大全、OP内涵挖掘、助手眼中的尾田漫画、未公开尾田原稿设定、路人眼中的草帽一伙小说、历代责编眼中的尾田，等等。,https://i2.manhuadb.com/static/9710/138068/1_tjpjifib.jpg,https://www.manhuadb.com/manhua/7794,https://media.manhuadb.com/cartoon/7794_cover_zwzldgxn.jpg,海贼王20周年杂志OPMagazine,连载中,杂志 None
https://www.manhuadb.com/manhua/12856/15036_205202.html,宅系,https://www.manhuadb.com/manhua/list-c-77.html,+现视研2漫画 ，笹原完士是名以大学入学做为契机，想要进入那个隐藏的，将「漫画动画游戏」所综合的社团的新生。 由于见学时参观访问的「现代视觉文化研究会」＝「现视研（げんしけん）」的2年生-斑目的策略，笹原完士的自尊心被伤害了。同时，自己也不被认同为是オタク。但是，在同人的店铺和当场出售会上等，与オタク高坂和斑目的「现视研」成员的一同行动中，让笹原完士做好了一切精神准备，下定决心，要朝这个道路前进。再加上一直恋慕着高坂的春日部咲（非オタク）和cosplay的大野等各种人，今天也以现视研为舞台的笹原完士的オタク生活，慢慢地展开了。欢迎在漫画DB观看+现视研2漫画,https://i2.manhuadb.com/static/15036/205202/1_ffcmiodg.jpg,https://www.manhuadb.com/manhua/12856,https://media.manhuadb.com/cartoon/12856_cover_hwbihqsi.jpg,+现视研2,已完结,宅系 None
https://www.manhuadb.com/manhua/7223/9030_132255.html,杂志,https://www.manhuadb.com/manhua/list-c-42.html,台湾第一本女高中生制服画册全台五十一所高中 超过百张全新彩图,https://i2.manhuadb.com/static/9030/132255/1_kkuhuymt.jpg,https://www.manhuadb.com/manhua/7223,https://media.manhuadb.com/cartoon/7223_cover_whtfqfof.jpg,制服至上：台湾女高中生制服选,连载中,杂志 None
https://www.manhuadb.com/manhua/8439/10461_144115.html,杂志,https://www.manhuadb.com/manhua/list-c-42.html,精致的全彩内容包括多张精美动画插图，带领读者了解千棘的各种面貌，从个人资讯到便服打扮应有尽有。并且以动画截图、人物台词再加上千棘的小评语，让读者再次回味千棘的恋爱轨迹！,https://i2.manhuadb.com/static/10461/144115/1_dowkpdzz.jpg,https://www.manhuadb.com/manhua/8439,https://media.manhuadb.com/cartoon/8439_cover_uhdwfcag.jpg,伪恋4seasons（ニセコイ4seasons）,连载中,杂志 校园
https://www.manhuadb.com/manhua/13076/15256_206529.html,颜艺,https://www.manhuadb.com/manhua/list-c-74.html,井地家都是傲娇漫画 ，双向暗推引发的骚操作欢迎在漫画DB观看井地家都是傲娇漫画,https://i2.manhuadb.com/static/15256/206529/1_yuugxknm.jpg,https://www.manhuadb.com/manhua/13076,https://media.manhuadb.com/cartoon/13076_cover_tbcxnwly.jpg,井地家都是傲娇,连载中,颜艺 搞笑
https://www.manhuadb.com/manhua/25003/27208_272907.html,魔法,https://www.manhuadb.com/manhua/list-c-43.html,"受尽欺凌的她被推落毒沼转生成为最强毒蛇的故事漫画 ，毒蛇转生
怪物森林的故事、开始了。。。欢迎在漫画DB观看受尽欺凌的她被推落毒沼转生成为最强毒蛇的故事漫画",https://i2.manhuadb.com/static/27208/272907/1_zqmayzzs.jpg,https://www.manhuadb.com/manhua/25003,https://media.manhuadb.com/cartoon/25003_cover_sfhfqlzq.jpg,受尽欺凌的她被推落毒沼转生成为最强毒蛇的故事,连载中,魔法 None
https://www.manhuadb.com/manhua/21955/24155_252133.html,宅系,https://www.manhuadb.com/manhua/list-c-77.html,友达自贩机漫画 ，这一个酸酸甜甜的温暖小故事欢迎在漫画DB观看友达自贩机漫画,https://i2.manhuadb.com/static/24155/252133/1_zadszuqp.jpg,https://www.manhuadb.com/manhua/21955,https://media.manhuadb.com/cartoon/21955_cover_mcqhuqgt.jpg,友达自贩机,已完结,宅系 None
https://www.manhuadb.com/manhua/25491/27688_277095.html,魔法,https://www.manhuadb.com/manhua/list-c-43.html,"我的公主，我的爱人漫画 ，光之美少女百合同人本
永久想把自己的想法传递给绮罗欢迎在漫画DB观看我的公主，我的爱人漫画",https://i2.manhuadb.com/static/27688/277095/1_xbtzywoy.jpg,https://www.manhuadb.com/manhua/25491,https://media.manhuadb.com/cartoon/25491_cover_ndplcfbw.jpg,我的公主，我的爱人,已完结,魔法 ゆり
https://www.manhuadb.com/manhua/24956/27161_272745.html,魔法,https://www.manhuadb.com/manhua/list-c-43.html,魔法少女不会战斗漫画 ，因为一场意外，桃濑实里在陷入危机时竟然变成了魔法少女！实里与同班同学青柳栞一起进入魔法少女先辈们的社团活动…？芳文社饴色みそ老师创作的的魔法少女们的轻松日常生活！欢迎在漫画DB观看魔法少女不会战斗漫画,https://i2.manhuadb.com/static/27161/272745/1_mxwixiyd.jpg,https://www.manhuadb.com/manhua/24956,https://media.manhuadb.com/cartoon/24956_cover_jvypqwzu.jpg,魔法少女不会战斗,连载中,魔法 ゆり
https://www.manhuadb.com/manhua/25334/27531_276796.html,魔法,https://www.manhuadb.com/manhua/list-c-43.html,他是魔法少女漫画 ，当基友喜欢上了变成魔法少女的我欢迎在漫画DB观看他是魔法少女漫画,https://i2.manhuadb.com/static/27531/276796/1_mrossehc.jpg,https://www.manhuadb.com/manhua/25334,https://media.manhuadb.com/cartoon/25334_cover_rgwtelhv.jpg,他是魔法少女,连载中,魔法 性转换
https://www.manhuadb.com/manhua/25453/27650_277036.html,魔法,https://www.manhuadb.com/manhua/list-c-43.html,"被病娇妹妹爱得死去活来漫画 ，被妹妹监禁着的我，才刚逃出来就被卡车给辗死了。
这次绝对要逃脱那个恶魔般妹妹，过上幸福的人生。
嘻嘻嘻。……找到你咯，哥哥欢迎在漫画DB观看被病娇妹妹爱得死去活来漫画",https://i2.manhuadb.com/static/27650/277036/1_wlpgjhjf.jpg,https://www.manhuadb.com/manhua/25453,https://media.manhuadb.com/cartoon/25453_cover_czhkxgmz.jpg,被病娇妹妹爱得死去活来,连载中,魔法 轻小说
https://www.manhuadb.com/manhua/25199/27397_274009.html,魔法,https://www.manhuadb.com/manhua/list-c-43.html,异说中圣杯战争异闻漫画 ，参考男爵◆o2mcPg4qxU的《中圣杯系列》，以并系统为基础所写的AA作品。七骑的从者与七名的Master，争夺着有限的愿望机的战争… 「中圣杯战争」 这就是，在别的地方发生的、与本来的中圣杯战争似是而非的「异闻」 ——中圣杯风味安价作品、于此开幕！欢迎在漫画DB观看异说中圣杯战争异闻漫画,https://i2.manhuadb.com/static/27397/274009/1_fbircrdr.png,https://www.manhuadb.com/manhua/25199,https://media.manhuadb.com/cartoon/25199_cover_zxemjodk.jpg,异说中圣杯战争异闻,连载中,魔法 AA
https://www.manhuadb.com/manhua/25508/27705_277131.html,魔法,https://www.manhuadb.com/manhua/list-c-43.html,致深海的你漫画 ，街角魔族同人本 出自“秋叶原超同人祭”欢迎在漫画DB观看致深海的你漫画,https://i2.manhuadb.com/static/27705/277131/1_woajhpvm.jpg,https://www.manhuadb.com/manhua/25508,https://media.manhuadb.com/cartoon/25508_cover_znnjfaku.jpg,致深海的你,已完结,魔法 ゆり
https://www.manhuadb.com/manhua/25596/27793_277327.html,魔法,https://www.manhuadb.com/manhua/list-c-43.html,魔女与少年漫画 ，[看得见的女孩]作者泉朝树老师推特的小漫画，魔女救下了一个在战争中失去家园的少年欢迎在漫画DB观看魔女与少年漫画,https://i2.manhuadb.com/static/27793/277327/1_eqopwdpr.jpg,https://www.manhuadb.com/manhua/25596,https://media.manhuadb.com/cartoon/25596_cover_flirrnjv.jpg,魔女与少年,已完结,魔法 None
https://www.manhuadb.com/manhua/25745/27942_281179.html,魔法,https://www.manhuadb.com/manhua/list-c-43.html,自称贤者弟子的贤者 外传 米菈与超厉害的召唤精灵们漫画 ，打游戏时睡着，醒来的咲森鉴来到了变为现实的游戏世界。虽然他的游戏角色是年老的召唤士邓布鲁夫，却阴差阳错地有了美少女的外表，只好自称为贤者的弟子「米菈」。而且不知为何已经过了30年…？和召唤体们生活的番外篇开幕！欢迎在漫画DB观看自称贤者弟子的贤者 外传 米菈与超厉害的召唤精灵们漫画,https://i2.manhuadb.com/static/27942/281179/1_qautmzlu.jpg,https://www.manhuadb.com/manhua/25745,https://media.manhuadb.com/cartoon/25745_cover_luggahlq.jpg,自称贤者弟子的贤者 外传 米菈与超厉害的召唤精灵们,连载中,魔法 轻小说
https://www.manhuadb.com/manhua/25865/28063_281495.html,魔法,https://www.manhuadb.com/manhua/list-c-43.html,魔女大战漫画 ，欲望无穷之女—魔女 这是将32名魔女从全时代全世界聚集在一起展开的血斗，最后能够存活并实现欲望的只有一人。在这里 「欲」与「欲」互相啃噬，魔女千夜血战就此开幕…欢迎在漫画DB观看魔女大战漫画,https://i2.manhuadb.com/static/28063/281495/1_histurhs.jpg,https://www.manhuadb.com/manhua/25865,https://media.manhuadb.com/cartoon/25865_cover_qjstspfy.jpg,魔女大战,连载中,魔法 奇幻
https://www.manhuadb.com/manhua/25860/28058_281482.html,魔法,https://www.manhuadb.com/manhua/list-c-43.html,坚持就是魔力漫画 ，只要坚持不懈，开往幼儿园的车就会启动！欢迎在漫画DB观看坚持就是魔力漫画,https://i2.manhuadb.com/static/28058/281482/1_ucnarwyj.jpg,https://www.manhuadb.com/manhua/25860,https://media.manhuadb.com/cartoon/25860_cover_ohxmjcmh.jpg,坚持就是魔力,连载中,魔法 轻小说
https://www.manhuadb.com/manhua/25866/28064_281496.html,魔法,https://www.manhuadb.com/manhua/list-c-43.html,"炼狱的阿西娅漫画 ，「刊载于ジャンプSQ 2014年7月号」
作者早期短篇，魔女审判的奇幻故事，当年参与作画的助手为加藤和惠（青之驱魔师）、贺来友治（地狱乐）、山岸菜（Moon Land）的豪华执笔阵容。欢迎在漫画DB观看炼狱的阿西娅漫画",https://i2.manhuadb.com/static/28064/281496/1_zbsbknah.jpg,https://www.manhuadb.com/manhua/25866,https://media.manhuadb.com/cartoon/25866_cover_uouiiilv.jpg,炼狱的阿西娅,已完结,魔法 None
https://www.manhuadb.com/manhua/1336/1434_13805.html,动作,https://www.manhuadb.com/manhua/list-c-18.html, 在你心中的正义，你应该相信那是这世界上唯一的正义，就来私立『正义学园』！ ,https://i2.manhuadb.com/ccbaike/1434/13805/1_esfegyyj.jpg,https://www.manhuadb.com/manhua/1336,https://media.manhuadb.com/cartoon/1336_cover_jimsiago.jpg,私立正义学园,已完结,动作 校园
https://www.manhuadb.com/manhua/1267/1360_13492.html,动作,https://www.manhuadb.com/manhua/list-c-18.html,新学期开始，新堂功太郎正为极端流空手道部召募新生，却只有原是第一女子柔道部的新生三船久美肯加入，但由於担心女子柔道部主将高杉留子子的报复，所以拒绝了久美。不良少年首领醍醐，因为使坏时被功太郎偷袭而颜面尽失，於是掳走了久美与西乡三四郎，想籍此好好教训功太郎。,https://i1.manhuadb.com/ccbaike/1360/13492/010_rqngebyf.jpg,https://www.manhuadb.com/manhua/1267,https://media.manhuadb.com/cartoon/_cover_nhkpnyxt.jpg,新功夫旋风儿 柔道篇,已完结,动作 校园
https://www.manhuadb.com/manhua/1309/1365_13527.html,动作,https://www.manhuadb.com/manhua/list-c-18.html,五年前，休理的父母在雷声大作的暴风雪中，被身上有缝补痕迹的高大男子杀害。发誓复仇的休理救出同车的孤儿雷斯及艾黛儿，三人一同被救命恩人怀斯子爵收留。当休理和雷斯终於前去找那名男人报仇时，雷斯被打倒，而休理则被谜样的女医所救。当休斯回大宅时，发现雷斯有了惊人变化…,https://i2.manhuadb.com/ccbaike/1365/13527/010_eaetiimt.jpg,https://www.manhuadb.com/manhua/1309,https://media.manhuadb.com/cartoon/_cover_mfvjkqau.jpg,科学怪人传说（再生魔人）,已完结,奇幻 None
https://www.manhuadb.com/manhua/25134/27340_273855.html,魔法,https://www.manhuadb.com/manhua/list-c-43.html,万智牌MTG漫画 ，万智牌（MTG）是1993年威世智公司发行的，世界上第一款集换式卡牌游戏。据不完全统计，目前官方已出漫画13部45本。出于美观度考虑，还是选择由最新系列往前回溯，但怕大家对MTG漫长的历史缺乏了解，所以先行奉上人物介绍（《守护者崛起》）。欢迎在漫画DB观看万智牌MTG漫画,https://i2.manhuadb.com/static/27340/273855/1_oofvgekp.jpg,https://www.manhuadb.com/manhua/25134,https://media.manhuadb.com/cartoon/25134_cover_gwftavhx.jpg,万智牌MTG,连载中,魔法 None
https://www.manhuadb.com/manhua/1404/1450_13873.html,动作,https://www.manhuadb.com/manhua/list-c-18.html,热血高校（Crows）讲述了有着“乌鸦巢穴”别名的铃兰男子高中以不良少年聚集地而“名声在外”该校不仅升学率最低而且风评极差。整个学校如同诸侯割据被不同的势力所垄断虽然各个不良少年彼此都虎视眈眈内战频发但始终都没有一个大人物出现完成一统。有一天突然出现了一个名叫坊屋春道的神秘男人而伴随他而来的还有他一个人就打到了号称最大帮派——阪东派的传闻。名气一个比一个大的不良少年被春道打到渐渐地他成为了人们所关注的焦点…,https://i2.manhuadb.com/ccbaike/1450/13873/010_wkhjpngl.jpg,https://www.manhuadb.com/manhua/1404,https://media.manhuadb.com/cartoon/_cover_kkuhmjrs.jpg,热血高校（漂ノ男子汉）,已完结,动作 不良少年
https://www.manhuadb.com/manhua/1456/1513_14020.html,动作,https://www.manhuadb.com/manhua/list-c-18.html,原心阴流剑术指导师继承人，柳生柔兵卫。因为三年前的一场大火，让她舍弃了自己的家人以及地位。并且习得心阴流剑士才有的，超呼常人的「只眼」。就在她再次回到故乡的时候，城里已经有了莫大的变化，以及潜在的危机…！,https://i2.manhuadb.com/ccbaike/1513/14020/010_qzkihuvn.jpg,https://www.manhuadb.com/manhua/1456,https://media.manhuadb.com/cartoon/_cover_bgceyfhp.jpg,只眼兽,已完结,动作 None
https://www.manhuadb.com/manhua/2424/7491_114037.html,动作,https://www.manhuadb.com/manhua/list-c-18.html,"十多年前曾发生过一场惊天动地的忍界大战，让甲贺与伊贺两村死伤无数。双方的首领在死前所留下的遗腹子，就是甲贺八郎与伊贺响这对双胞胎。
多年后，突然出现了名为「成寻众」的神秘集团，成员个个都能使用高强的法术或绝世武功，他们为了夺取强大的「樱花」之力，借德川家的名义出手缉拿甲贺八郎与伊贺响。在这两人交织出的生存之路的前方，将诞生出未知现象“樱花”，乱世之影也将由此渐渐逼近……「甲贺忍法帖」完结十余年后，威胁再次逼近甲贺与伊贺！",https://i2.manhuadb.com/static/7491/114037/010_erwkhmts.jpg,https://www.manhuadb.com/manhua/2424,https://media.manhuadb.com/cartoon/2424_cover_twxhqycn_250x362.jpg,樱花忍法帖 BASILISK,连载中,冒险 爱情
https://www.manhuadb.com/manhua/25617/27814_277376.html,魔法,https://www.manhuadb.com/manhua/list-c-43.html,"Absolute Fragment漫画 ，关于成为魔法少女为时尚早时，小学生的八千代对自己职责使命的思考。
欢迎在漫画DB观看Absolute Fragment漫画",https://i2.manhuadb.com/static/27814/277376/1_qcjxxfpo.jpg,https://www.manhuadb.com/manhua/25617,https://media.manhuadb.com/cartoon/25617_cover_yqutbdtu.jpg,Absolute Fragment,已完结,魔法 ゆり
https://www.manhuadb.com/manhua/3481/4373_75187.html,动作,https://www.manhuadb.com/manhua/list-c-18.html,人气大作铳梦的终章于此开幕。擅长使用机甲术，并且击败过许多强敌，渡过许多难关的凯丽，到底是怎么成为最强战士的？时间往前回溯，来到凯丽还叫做「阳子」的儿时时光。这时候的凯丽，还是个因为战争失去一切，甚至还失去身体的大部分，连走路都有困难的小孩子。她与好友爱丽卡一起被送进孤儿院，但是孤儿院所在的小镇，却意外的遭到攻击，除了凯丽与爱丽卡之外，所有人都遭到屠杀。但这时候却有人雇用杀手去抓凯丽…,https://i2.manhuadb.com/ccbaike/4373/75187/1_svahvfvj.jpg,https://www.manhuadb.com/manhua/3481,https://media.manhuadb.com/cartoon/3481_cover_rfrujbkg.jpg,铳梦 火星战记（阿丽塔战斗天使 火星战记）,连载中,动作 赛博朋克
https://www.manhuadb.com/manhua/3961/4976_83344.html,动作,https://www.manhuadb.com/manhua/list-c-18.html,从古以来，在暗夜的世界里有一种种族他们被称为“血界之族”这个种族拥有超乎于常人的力量！因此对人类的生存造成了威胁而对这一种族也出现了为了保护人类而存在的猎人们，他们通常被称为“獠牙狩猎者”…,https://i2.manhuadb.com/ccbaike/4976/83344/1_brbjrnxk.jpg,https://www.manhuadb.com/manhua/3961,https://media.manhuadb.com/cartoon/3961_cover_oqhllkqb_250x362.jpg,血界战线（幻界战线）,已完结,奇幻 冒险
https://www.manhuadb.com/manhua/4696/5885_96119.html,动作,https://www.manhuadb.com/manhua/list-c-18.html,贰村剑辅扣掉能看见幽灵这点，可以说是一个普通的高中男生。但从他遇见使役巨大的灵兽消灭恶灵的少女土宫神乐后，加入秘密机构“对策室”，和妖怪与恶灵奋战……,https://i2.manhuadb.com/static/5885/96119/1_lnppjtma.jpg,https://www.manhuadb.com/manhua/4696,https://media.manhuadb.com/cartoon/4696_cover_whfibiwd_250x362.jpg,食灵,已完结,冒险 神鬼
https://www.manhuadb.com/manhua/4674/7904_120292.html,动作,https://www.manhuadb.com/manhua/list-c-18.html,事情发生在京都。淹口椎奈这个女高中生受着会使她喜欢的人变的不幸的诅咒。令这样的她在转学的时候所一见倾心的帝学长，竟然是超自然灾难对策室的退魔师…事于是为了于喜欢的人走在同一条路，椎奈拜流浪的退魔师，饭钢为师傅。于食灵正传相连接的，另一个食灵世界的故事。,https://i2.manhuadb.com/static/7904/120292/010_rpzdnces.jpg,https://www.manhuadb.com/manhua/4674,https://media.manhuadb.com/cartoon/4674_cover_fctydiwg.jpg,食灵外传 追傩之章,已完结,奇幻 灵异
https://www.manhuadb.com/manhua/5773/7207_111131.html,动作,https://www.manhuadb.com/manhua/list-c-18.html,本次作品的舞台将以日本吉祥寺作为开端，并以来生三姊妹中的三女「爱」作为主角，三人的服装也在原著北条司的监修下焕然一新。编辑部也表示在与北条司讨论后，希望能呈现出无论是否有看过《猫眼》的读者，都能乐在其中的作品。,https://i2.manhuadb.com/static/7207/111131/010_uvxtxbwh.jpg,https://www.manhuadb.com/manhua/5773,https://media.manhuadb.com/cartoon/_cover_vgfbzhzf.jpg,CAT's 爱（猫爱）,已完结,动作 都市
